strip,hrsPin,iEta,vfatId,vfatCh
188,86,5,11,71
187,88,5,11,73
186,90,5,11,75
185,92,5,11,77
184,94,5,11,79
183,96,5,11,81
182,98,5,11,83
181,102,5,11,85
180,104,5,11,87
179,106,5,11,89
178,108,5,11,91
177,110,5,11,93
176,112,5,11,95
175,114,5,11,97
174,116,5,11,99
173,118,5,11,101
172,120,5,11,103
171,124,5,11,105
170,126,5,11,107
169,128,5,11,109
168,130,5,11,111
167,132,5,11,113
166,134,5,11,115
165,136,5,11,117
164,138,5,11,119
163,140,5,11,121
162,142,5,11,123
161,146,5,11,125
160,148,5,11,127
320,7,5,19,0
321,9,5,19,2
322,13,5,19,4
323,15,5,19,6
324,17,5,19,8
325,19,5,19,10
326,21,5,19,12
327,23,5,19,14
328,25,5,19,16
329,27,5,19,18
330,29,5,19,20
331,31,5,19,22
332,35,5,19,24
333,37,5,19,26
334,39,5,19,28
335,41,5,19,30
336,43,5,19,32
337,45,5,19,34
338,47,5,19,36
339,49,5,19,38
340,51,5,19,40
341,53,5,19,42
342,57,5,19,44
343,59,5,19,46
344,61,5,19,48
345,63,5,19,50
346,65,5,19,52
347,67,5,19,54
348,69,5,19,56
349,71,5,19,58
350,73,5,19,60
351,75,5,19,62
352,79,5,19,64
353,81,5,19,66
354,83,5,19,68
355,85,5,19,70
356,87,5,19,72
357,89,5,19,74
358,91,5,19,76
359,93,5,19,78
360,95,5,19,80
361,97,5,19,82
362,101,5,19,84
363,103,5,19,86
364,105,5,19,88
365,107,5,19,90
366,109,5,19,92
367,111,5,19,94
368,113,5,19,96
369,115,5,19,98
370,117,5,19,100
371,119,5,19,102
372,123,5,19,104
373,125,5,19,106
374,127,5,19,108
375,129,5,19,110
376,131,5,19,112
377,133,5,19,114
378,135,5,19,116
379,137,5,19,118
380,139,5,19,120
381,141,5,19,122
382,145,5,19,124
383,147,5,19,126
320,7,5,19,0
321,9,5,19,2
322,13,5,19,4
323,15,5,19,6
324,17,5,19,8
325,19,5,19,10
326,21,5,19,12
327,23,5,19,14
328,25,5,19,16
329,27,5,19,18
330,29,5,19,20
331,31,5,19,22
332,35,5,19,24
333,37,5,19,26
334,39,5,19,28
335,41,5,19,30
336,43,5,19,32
337,45,5,19,34
338,47,5,19,36
339,49,5,19,38
340,51,5,19,40
341,53,5,19,42
342,57,5,19,44
343,59,5,19,46
344,61,5,19,48
345,63,5,19,50
346,65,5,19,52
347,67,5,19,54
348,69,5,19,56
349,71,5,19,58
350,73,5,19,60
351,75,5,19,62
352,79,5,19,64
353,81,5,19,66
354,83,5,19,68
355,85,5,19,70
356,87,5,19,72
357,89,5,19,74
358,91,5,19,76
359,93,5,19,78
360,95,5,19,80
361,97,5,19,82
362,101,5,19,84
363,103,5,19,86
364,105,5,19,88
365,107,5,19,90
366,109,5,19,92
367,111,5,19,94
368,113,5,19,96
369,115,5,19,98
370,117,5,19,100
371,119,5,19,102
372,123,5,19,104
373,125,5,19,106
374,127,5,19,108
375,129,5,19,110
376,131,5,19,112
377,133,5,19,114
378,135,5,19,116
379,137,5,19,118
380,139,5,19,120
381,141,5,19,122
382,145,5,19,124
383,147,5,19,126
319,8,5,19,1
318,10,5,19,3
317,14,5,19,5
316,16,5,19,7
315,18,5,19,9
314,20,5,19,11
313,22,5,19,13
312,24,5,19,15
311,26,5,19,17
310,28,5,19,19
309,30,5,19,21
308,32,5,19,23
307,36,5,19,25
306,38,5,19,27
305,40,5,19,29
304,42,5,19,31
303,44,5,19,33
302,46,5,19,35
301,48,5,19,37
300,50,5,19,39
299,52,5,19,41
298,54,5,19,43
297,58,5,19,45
296,60,5,19,47
295,62,5,19,49
294,64,5,19,51
293,66,5,19,53
292,68,5,19,55
291,70,5,19,57
290,72,5,19,59
289,74,5,19,61
288,76,5,19,63
287,80,5,19,65
286,82,5,19,67
285,84,5,19,69
284,86,5,19,71
283,88,5,19,73
282,90,5,19,75
281,92,5,19,77
280,94,5,19,79
279,96,5,19,81
278,98,5,19,83
277,102,5,19,85
276,104,5,19,87
275,106,5,19,89
274,108,5,19,91
273,110,5,19,93
272,112,5,19,95
271,114,5,19,97
270,116,5,19,99
269,118,5,19,101
268,120,5,19,103
267,124,5,19,105
266,126,5,19,107
265,128,5,19,109
264,130,5,19,111
263,132,5,19,113
262,134,5,19,115
261,136,5,19,117
260,138,5,19,119
259,140,5,19,121
258,142,5,19,123
257,146,5,19,125
256,148,5,19,127
319,8,5,19,1
318,10,5,19,3
317,14,5,19,5
316,16,5,19,7
315,18,5,19,9
314,20,5,19,11
313,22,5,19,13
312,24,5,19,15
311,26,5,19,17
310,28,5,19,19
309,30,5,19,21
308,32,5,19,23
307,36,5,19,25
306,38,5,19,27
305,40,5,19,29
304,42,5,19,31
303,44,5,19,33
302,46,5,19,35
301,48,5,19,37
300,50,5,19,39
299,52,5,19,41
298,54,5,19,43
297,58,5,19,45
296,60,5,19,47
295,62,5,19,49
294,64,5,19,51
293,66,5,19,53
292,68,5,19,55
291,70,5,19,57
290,72,5,19,59
289,74,5,19,61
288,76,5,19,63
287,80,5,19,65
286,82,5,19,67
285,84,5,19,69
284,86,5,19,71
283,88,5,19,73
282,90,5,19,75
281,92,5,19,77
280,94,5,19,79
279,96,5,19,81
278,98,5,19,83
277,102,5,19,85
276,104,5,19,87
275,106,5,19,89
274,108,5,19,91
273,110,5,19,93
272,112,5,19,95
271,114,5,19,97
270,116,5,19,99
269,118,5,19,101
268,120,5,19,103
267,124,5,19,105
266,126,5,19,107
265,128,5,19,109
264,130,5,19,111
263,132,5,19,113
262,134,5,19,115
261,136,5,19,117
260,138,5,19,119
259,140,5,19,121
258,142,5,19,123
257,146,5,19,125
256,148,5,19,127
95,7,4,4,0
94,9,4,4,2
93,13,4,4,4
92,15,4,4,6
91,17,4,4,8
90,19,4,4,10
89,21,4,4,12
88,23,4,4,14
87,25,4,4,16
86,27,4,4,18
85,29,4,4,20
84,31,4,4,22
83,35,4,4,24
82,37,4,4,26
81,39,4,4,28
80,41,4,4,30
79,43,4,4,32
78,45,4,4,34
77,47,4,4,36
76,49,4,4,38
75,51,4,4,40
74,53,4,4,42
73,57,4,4,44
72,59,4,4,46
71,61,4,4,48
70,63,4,4,50
69,65,4,4,52
68,67,4,4,54
67,69,4,4,56
66,71,4,4,58
65,73,4,4,60
64,75,4,4,62
63,79,4,4,64
62,81,4,4,66
61,83,4,4,68
60,85,4,4,70
59,87,4,4,72
58,89,4,4,74
57,91,4,4,76
56,93,4,4,78
55,95,4,4,80
54,97,4,4,82
53,101,4,4,84
52,103,4,4,86
51,105,4,4,88
50,107,4,4,90
49,109,4,4,92
48,111,4,4,94
47,113,4,4,96
46,115,4,4,98
45,117,4,4,100
44,119,4,4,102
43,123,4,4,104
42,125,4,4,106
41,127,4,4,108
40,129,4,4,110
39,131,4,4,112
38,133,4,4,114
37,135,4,4,116
36,137,4,4,118
35,139,4,4,120
34,141,4,4,122
33,145,4,4,124
32,147,4,4,126
95,7,4,4,0
94,9,4,4,2
93,13,4,4,4
92,15,4,4,6
91,17,4,4,8
90,19,4,4,10
89,21,4,4,12
88,23,4,4,14
87,25,4,4,16
86,27,4,4,18
85,29,4,4,20
84,31,4,4,22
83,35,4,4,24
82,37,4,4,26
81,39,4,4,28
80,41,4,4,30
79,43,4,4,32
78,45,4,4,34
77,47,4,4,36
76,49,4,4,38
75,51,4,4,40
74,53,4,4,42
73,57,4,4,44
72,59,4,4,46
71,61,4,4,48
70,63,4,4,50
69,65,4,4,52
68,67,4,4,54
67,69,4,4,56
66,71,4,4,58
65,73,4,4,60
64,75,4,4,62
63,79,4,4,64
62,81,4,4,66
61,83,4,4,68
60,85,4,4,70
59,87,4,4,72
58,89,4,4,74
57,91,4,4,76
56,93,4,4,78
55,95,4,4,80
54,97,4,4,82
53,101,4,4,84
52,103,4,4,86
51,105,4,4,88
50,107,4,4,90
49,109,4,4,92
48,111,4,4,94
47,113,4,4,96
46,115,4,4,98
45,117,4,4,100
44,119,4,4,102
43,123,4,4,104
42,125,4,4,106
41,127,4,4,108
40,129,4,4,110
39,131,4,4,112
38,133,4,4,114
37,135,4,4,116
36,137,4,4,118
35,139,4,4,120
34,141,4,4,122
33,145,4,4,124
32,147,4,4,126
96,8,4,4,1
97,10,4,4,3
98,14,4,4,5
99,16,4,4,7
100,18,4,4,9
101,20,4,4,11
102,22,4,4,13
103,24,4,4,15
104,26,4,4,17
105,28,4,4,19
106,30,4,4,21
107,32,4,4,23
108,36,4,4,25
109,38,4,4,27
110,40,4,4,29
111,42,4,4,31
112,44,4,4,33
113,46,4,4,35
114,48,4,4,37
115,50,4,4,39
116,52,4,4,41
117,54,4,4,43
118,58,4,4,45
119,60,4,4,47
120,62,4,4,49
121,64,4,4,51
122,66,4,4,53
123,68,4,4,55
124,70,4,4,57
125,72,4,4,59
126,74,4,4,61
127,76,4,4,63
0,80,4,4,65
1,82,4,4,67
2,84,4,4,69
3,86,4,4,71
4,88,4,4,73
5,90,4,4,75
6,92,4,4,77
7,94,4,4,79
8,96,4,4,81
9,98,4,4,83
10,102,4,4,85
11,104,4,4,87
12,106,4,4,89
13,108,4,4,91
14,110,4,4,93
15,112,4,4,95
16,114,4,4,97
17,116,4,4,99
18,118,4,4,101
19,120,4,4,103
20,124,4,4,105
21,126,4,4,107
22,128,4,4,109
23,130,4,4,111
24,132,4,4,113
25,134,4,4,115
26,136,4,4,117
27,138,4,4,119
28,140,4,4,121
29,142,4,4,123
30,146,4,4,125
31,148,4,4,127
96,8,4,4,1
97,10,4,4,3
98,14,4,4,5
99,16,4,4,7
100,18,4,4,9
101,20,4,4,11
102,22,4,4,13
103,24,4,4,15
104,26,4,4,17
105,28,4,4,19
106,30,4,4,21
107,32,4,4,23
108,36,4,4,25
109,38,4,4,27
110,40,4,4,29
111,42,4,4,31
112,44,4,4,33
113,46,4,4,35
114,48,4,4,37
115,50,4,4,39
116,52,4,4,41
117,54,4,4,43
118,58,4,4,45
119,60,4,4,47
120,62,4,4,49
121,64,4,4,51
122,66,4,4,53
123,68,4,4,55
124,70,4,4,57
125,72,4,4,59
126,74,4,4,61
127,76,4,4,63
0,80,4,4,65
1,82,4,4,67
2,84,4,4,69
3,86,4,4,71
4,88,4,4,73
5,90,4,4,75
6,92,4,4,77
7,94,4,4,79
8,96,4,4,81
9,98,4,4,83
10,102,4,4,85
11,104,4,4,87
12,106,4,4,89
13,108,4,4,91
14,110,4,4,93
15,112,4,4,95
16,114,4,4,97
17,116,4,4,99
18,118,4,4,101
19,120,4,4,103
20,124,4,4,105
21,126,4,4,107
22,128,4,4,109
23,130,4,4,111
24,132,4,4,113
25,134,4,4,115
26,136,4,4,117
27,138,4,4,119
28,140,4,4,121
29,142,4,4,123
30,146,4,4,125
31,148,4,4,127
191,7,4,12,0
190,9,4,12,2
189,13,4,12,4
188,15,4,12,6
187,17,4,12,8
186,19,4,12,10
185,21,4,12,12
184,23,4,12,14
183,25,4,12,16
182,27,4,12,18
181,29,4,12,20
180,31,4,12,22
179,35,4,12,24
178,37,4,12,26
177,39,4,12,28
176,41,4,12,30
175,43,4,12,32
174,45,4,12,34
173,47,4,12,36
172,49,4,12,38
171,51,4,12,40
170,53,4,12,42
169,57,4,12,44
168,59,4,12,46
167,61,4,12,48
166,63,4,12,50
165,65,4,12,52
164,67,4,12,54
163,69,4,12,56
162,71,4,12,58
161,73,4,12,60
160,75,4,12,62
159,79,4,12,64
158,81,4,12,66
157,83,4,12,68
156,85,4,12,70
155,87,4,12,72
154,89,4,12,74
153,91,4,12,76
152,93,4,12,78
151,95,4,12,80
150,97,4,12,82
149,101,4,12,84
148,103,4,12,86
147,105,4,12,88
146,107,4,12,90
145,109,4,12,92
144,111,4,12,94
143,113,4,12,96
142,115,4,12,98
141,117,4,12,100
140,119,4,12,102
139,123,4,12,104
138,125,4,12,106
137,127,4,12,108
136,129,4,12,110
135,131,4,12,112
134,133,4,12,114
133,135,4,12,116
132,137,4,12,118
131,139,4,12,120
130,141,4,12,122
129,145,4,12,124
128,147,4,12,126
191,7,4,12,0
190,9,4,12,2
189,13,4,12,4
188,15,4,12,6
187,17,4,12,8
186,19,4,12,10
185,21,4,12,12
184,23,4,12,14
183,25,4,12,16
182,27,4,12,18
181,29,4,12,20
180,31,4,12,22
179,35,4,12,24
178,37,4,12,26
177,39,4,12,28
176,41,4,12,30
175,43,4,12,32
174,45,4,12,34
173,47,4,12,36
172,49,4,12,38
171,51,4,12,40
170,53,4,12,42
169,57,4,12,44
168,59,4,12,46
167,61,4,12,48
166,63,4,12,50
165,65,4,12,52
164,67,4,12,54
163,69,4,12,56
162,71,4,12,58
161,73,4,12,60
160,75,4,12,62
159,79,4,12,64
158,81,4,12,66
157,83,4,12,68
156,85,4,12,70
155,87,4,12,72
154,89,4,12,74
153,91,4,12,76
152,93,4,12,78
151,95,4,12,80
150,97,4,12,82
149,101,4,12,84
148,103,4,12,86
147,105,4,12,88
146,107,4,12,90
145,109,4,12,92
144,111,4,12,94
143,113,4,12,96
142,115,4,12,98
141,117,4,12,100
140,119,4,12,102
139,123,4,12,104
138,125,4,12,106
137,127,4,12,108
136,129,4,12,110
135,131,4,12,112
134,133,4,12,114
133,135,4,12,116
132,137,4,12,118
131,139,4,12,120
130,141,4,12,122
129,145,4,12,124
128,147,4,12,126
192,8,4,12,1
193,10,4,12,3
194,14,4,12,5
195,16,4,12,7
196,18,4,12,9
197,20,4,12,11
198,22,4,12,13
199,24,4,12,15
200,26,4,12,17
201,28,4,12,19
202,30,4,12,21
203,32,4,12,23
204,36,4,12,25
205,38,4,12,27
206,40,4,12,29
207,42,4,12,31
208,44,4,12,33
209,46,4,12,35
210,48,4,12,37
211,50,4,12,39
212,52,4,12,41
213,54,4,12,43
205,58,4,12,45
206,60,4,12,47
207,62,4,12,49
208,64,4,12,51
209,66,4,12,53
210,68,4,12,55
211,70,4,12,57
212,72,4,12,59
213,74,4,12,61
214,76,4,12,63
215,80,4,12,65
216,82,4,12,67
217,84,4,12,69
218,86,4,12,71
219,88,4,12,73
220,90,4,12,75
221,92,4,12,77
222,94,4,12,79
223,96,4,12,81
224,98,4,12,83
225,102,4,12,85
226,104,4,12,87
227,106,4,12,89
228,108,4,12,91
229,110,4,12,93
230,112,4,12,95
231,114,4,12,97
232,116,4,12,99
233,118,4,12,101
234,120,4,12,103
235,124,4,12,105
236,126,4,12,107
237,128,4,12,109
238,130,4,12,111
239,132,4,12,113
240,134,4,12,115
241,136,4,12,117
242,138,4,12,119
243,140,4,12,121
253,142,4,12,123
254,146,4,12,125
255,148,4,12,127
192,8,4,12,1
193,10,4,12,3
194,14,4,12,5
195,16,4,12,7
196,18,4,12,9
197,20,4,12,11
198,22,4,12,13
199,24,4,12,15
200,26,4,12,17
201,28,4,12,19
202,30,4,12,21
203,32,4,12,23
204,36,4,12,25
205,38,4,12,27
206,40,4,12,29
207,42,4,12,31
208,44,4,12,33
209,46,4,12,35
210,48,4,12,37
211,50,4,12,39
212,52,4,12,41
213,54,4,12,43
205,58,4,12,45
206,60,4,12,47
207,62,4,12,49
208,64,4,12,51
209,66,4,12,53
210,68,4,12,55
211,70,4,12,57
212,72,4,12,59
213,74,4,12,61
214,76,4,12,63
215,80,4,12,65
216,82,4,12,67
217,84,4,12,69
218,86,4,12,71
219,88,4,12,73
220,90,4,12,75
221,92,4,12,77
222,94,4,12,79
223,96,4,12,81
224,98,4,12,83
225,102,4,12,85
226,104,4,12,87
227,106,4,12,89
228,108,4,12,91
229,110,4,12,93
230,112,4,12,95
231,114,4,12,97
232,116,4,12,99
233,118,4,12,101
234,120,4,12,103
235,124,4,12,105
236,126,4,12,107
237,128,4,12,109
238,130,4,12,111
239,132,4,12,113
240,134,4,12,115
241,136,4,12,117
242,138,4,12,119
243,140,4,12,121
253,142,4,12,123
254,146,4,12,125
255,148,4,12,127
351,7,4,20,0
350,9,4,20,2
349,13,4,20,4
348,15,4,20,6
347,17,4,20,8
346,19,4,20,10
345,21,4,20,12
344,23,4,20,14
343,25,4,20,16
342,27,4,20,18
341,29,4,20,20
340,31,4,20,22
339,35,4,20,24
338,37,4,20,26
337,39,4,20,28
336,41,4,20,30
335,43,4,20,32
334,45,4,20,34
333,47,4,20,36
332,49,4,20,38
331,51,4,20,40
330,53,4,20,42
329,57,4,20,44
328,59,4,20,46
327,61,4,20,48
326,63,4,20,50
325,65,4,20,52
324,67,4,20,54
323,69,4,20,56
322,71,4,20,58
321,73,4,20,60
320,75,4,20,62
319,79,4,20,64
318,81,4,20,66
317,83,4,20,68
316,85,4,20,70
315,87,4,20,72
314,89,4,20,74
313,91,4,20,76
312,93,4,20,78
311,95,4,20,80
310,97,4,20,82
309,101,4,20,84
308,103,4,20,86
307,105,4,20,88
306,107,4,20,90
305,109,4,20,92
304,111,4,20,94
303,113,4,20,96
302,115,4,20,98
301,117,4,20,100
300,119,4,20,102
299,123,4,20,104
298,125,4,20,106
297,127,4,20,108
296,129,4,20,110
295,131,4,20,112
294,133,4,20,114
293,135,4,20,116
292,137,4,20,118
291,139,4,20,120
290,141,4,20,122
289,145,4,20,124
288,147,4,20,126
351,7,4,20,0
350,9,4,20,2
349,13,4,20,4
348,15,4,20,6
347,17,4,20,8
346,19,4,20,10
345,21,4,20,12
344,23,4,20,14
343,25,4,20,16
342,27,4,20,18
341,29,4,20,20
340,31,4,20,22
339,35,4,20,24
338,37,4,20,26
337,39,4,20,28
336,41,4,20,30
335,43,4,20,32
334,45,4,20,34
333,47,4,20,36
332,49,4,20,38
331,51,4,20,40
330,53,4,20,42
329,57,4,20,44
328,59,4,20,46
327,61,4,20,48
326,63,4,20,50
325,65,4,20,52
324,67,4,20,54
323,69,4,20,56
322,71,4,20,58
321,73,4,20,60
320,75,4,20,62
319,79,4,20,64
318,81,4,20,66
317,83,4,20,68
316,85,4,20,70
315,87,4,20,72
314,89,4,20,74
313,91,4,20,76
312,93,4,20,78
311,95,4,20,80
310,97,4,20,82
309,101,4,20,84
308,103,4,20,86
307,105,4,20,88
306,107,4,20,90
305,109,4,20,92
304,111,4,20,94
303,113,4,20,96
302,115,4,20,98
301,117,4,20,100
300,119,4,20,102
299,123,4,20,104
298,125,4,20,106
297,127,4,20,108
296,129,4,20,110
295,131,4,20,112
294,133,4,20,114
293,135,4,20,116
292,137,4,20,118
291,139,4,20,120
290,141,4,20,122
289,145,4,20,124
288,147,4,20,126
352,8,4,20,1
353,10,4,20,3
354,14,4,20,5
355,16,4,20,7
356,18,4,20,9
357,20,4,20,11
358,22,4,20,13
359,24,4,20,15
360,26,4,20,17
361,28,4,20,19
362,30,4,20,21
363,32,4,20,23
364,36,4,20,25
365,38,4,20,27
366,40,4,20,29
367,42,4,20,31
368,44,4,20,33
369,46,4,20,35
370,48,4,20,37
371,50,4,20,39
372,52,4,20,41
373,54,4,20,43
374,58,4,20,45
375,60,4,20,47
376,62,4,20,49
377,64,4,20,51
378,66,4,20,53
379,68,4,20,55
380,70,4,20,57
381,72,4,20,59
382,74,4,20,61
383,76,4,20,63
256,80,4,20,65
257,82,4,20,67
258,84,4,20,69
259,86,4,20,71
260,88,4,20,73
261,90,4,20,75
262,92,4,20,77
263,94,4,20,79
264,96,4,20,81
265,98,4,20,83
266,102,4,20,85
267,104,4,20,87
268,106,4,20,89
269,108,4,20,91
270,110,4,20,93
271,112,4,20,95
272,114,4,20,97
273,116,4,20,99
274,118,4,20,101
275,120,4,20,103
276,124,4,20,105
277,126,4,20,107
278,128,4,20,109
279,130,4,20,111
280,132,4,20,113
281,134,4,20,115
282,136,4,20,117
283,138,4,20,119
284,140,4,20,121
285,142,4,20,123
286,146,4,20,125
287,148,4,20,127
352,8,4,20,1
353,10,4,20,3
354,14,4,20,5
355,16,4,20,7
356,18,4,20,9
357,20,4,20,11
358,22,4,20,13
359,24,4,20,15
360,26,4,20,17
361,28,4,20,19
362,30,4,20,21
363,32,4,20,23
364,36,4,20,25
365,38,4,20,27
366,40,4,20,29
367,42,4,20,31
368,44,4,20,33
369,46,4,20,35
370,48,4,20,37
371,50,4,20,39
372,52,4,20,41
373,54,4,20,43
374,58,4,20,45
375,60,4,20,47
376,62,4,20,49
377,64,4,20,51
378,66,4,20,53
379,68,4,20,55
380,70,4,20,57
381,72,4,20,59
382,74,4,20,61
383,76,4,20,63
256,80,4,20,65
257,82,4,20,67
258,84,4,20,69
259,86,4,20,71
260,88,4,20,73
261,90,4,20,75
262,92,4,20,77
263,94,4,20,79
264,96,4,20,81
265,98,4,20,83
266,102,4,20,85
267,104,4,20,87
268,106,4,20,89
269,108,4,20,91
270,110,4,20,93
271,112,4,20,95
272,114,4,20,97
273,116,4,20,99
274,118,4,20,101
275,120,4,20,103
276,124,4,20,105
277,126,4,20,107
278,128,4,20,109
279,130,4,20,111
280,132,4,20,113
281,134,4,20,115
282,136,4,20,117
283,138,4,20,119
284,140,4,20,121
285,142,4,20,123
286,146,4,20,125
287,148,4,20,127
95,7,3,5,0
94,9,3,5,2
93,13,3,5,4
92,15,3,5,6
91,17,3,5,8
90,19,3,5,10
89,21,3,5,12
88,23,3,5,14
87,25,3,5,16
86,27,3,5,18
85,29,3,5,20
84,31,3,5,22
83,35,3,5,24
82,37,3,5,26
81,39,3,5,28
80,41,3,5,30
79,43,3,5,32
78,45,3,5,34
77,47,3,5,36
76,49,3,5,38
75,51,3,5,40
74,53,3,5,42
73,57,3,5,44
72,59,3,5,46
71,61,3,5,48
70,63,3,5,50
69,65,3,5,52
68,67,3,5,54
67,69,3,5,56
66,71,3,5,58
65,73,3,5,60
64,75,3,5,62
63,79,3,5,64
62,81,3,5,66
61,83,3,5,68
60,85,3,5,70
59,87,3,5,72
58,89,3,5,74
57,91,3,5,76
56,93,3,5,78
55,95,3,5,80
54,97,3,5,82
53,101,3,5,84
52,103,3,5,86
51,105,3,5,88
50,107,3,5,90
49,109,3,5,92
48,111,3,5,94
47,113,3,5,96
46,115,3,5,98
45,117,3,5,100
44,119,3,5,102
43,123,3,5,104
42,125,3,5,106
41,127,3,5,108
40,129,3,5,110
39,131,3,5,112
38,133,3,5,114
37,135,3,5,116
36,137,3,5,118
35,139,3,5,120
34,141,3,5,122
33,145,3,5,124
32,147,3,5,126
95,7,3,5,0
94,9,3,5,2
93,13,3,5,4
92,15,3,5,6
91,17,3,5,8
90,19,3,5,10
89,21,3,5,12
88,23,3,5,14
87,25,3,5,16
86,27,3,5,18
85,29,3,5,20
84,31,3,5,22
83,35,3,5,24
82,37,3,5,26
81,39,3,5,28
80,41,3,5,30
79,43,3,5,32
78,45,3,5,34
77,47,3,5,36
76,49,3,5,38
75,51,3,5,40
74,53,3,5,42
73,57,3,5,44
72,59,3,5,46
71,61,3,5,48
70,63,3,5,50
69,65,3,5,52
68,67,3,5,54
67,69,3,5,56
66,71,3,5,58
65,73,3,5,60
64,75,3,5,62
63,79,3,5,64
62,81,3,5,66
61,83,3,5,68
60,85,3,5,70
59,87,3,5,72
58,89,3,5,74
57,91,3,5,76
56,93,3,5,78
55,95,3,5,80
54,97,3,5,82
53,101,3,5,84
52,103,3,5,86
51,105,3,5,88
50,107,3,5,90
49,109,3,5,92
48,111,3,5,94
47,113,3,5,96
46,115,3,5,98
45,117,3,5,100
44,119,3,5,102
43,123,3,5,104
42,125,3,5,106
41,127,3,5,108
40,129,3,5,110
39,131,3,5,112
38,133,3,5,114
37,135,3,5,116
36,137,3,5,118
35,139,3,5,120
34,141,3,5,122
33,145,3,5,124
32,147,3,5,126
96,8,3,5,1
97,10,3,5,3
98,14,3,5,5
99,16,3,5,7
100,18,3,5,9
101,20,3,5,11
102,22,3,5,13
103,24,3,5,15
104,26,3,5,17
105,28,3,5,19
106,30,3,5,21
107,32,3,5,23
108,36,3,5,25
109,38,3,5,27
110,40,3,5,29
111,42,3,5,31
112,44,3,5,33
113,46,3,5,35
114,48,3,5,37
115,50,3,5,39
116,52,3,5,41
117,54,3,5,43
118,58,3,5,45
119,60,3,5,47
120,62,3,5,49
121,64,3,5,51
122,66,3,5,53
123,68,3,5,55
124,70,3,5,57
125,72,3,5,59
126,74,3,5,61
127,76,3,5,63
0,80,3,5,65
1,82,3,5,67
2,84,3,5,69
3,86,3,5,71
4,88,3,5,73
5,90,3,5,75
6,92,3,5,77
7,94,3,5,79
8,96,3,5,81
9,98,3,5,83
10,102,3,5,85
11,104,3,5,87
12,106,3,5,89
13,108,3,5,91
14,110,3,5,93
15,112,3,5,95
16,114,3,5,97
17,116,3,5,99
18,118,3,5,101
19,120,3,5,103
20,124,3,5,105
21,126,3,5,107
22,128,3,5,109
23,130,3,5,111
24,132,3,5,113
25,134,3,5,115
26,136,3,5,117
27,138,3,5,119
28,140,3,5,121
29,142,3,5,123
30,146,3,5,125
31,148,3,5,127
96,8,3,5,1
97,10,3,5,3
98,14,3,5,5
99,16,3,5,7
100,18,3,5,9
101,20,3,5,11
102,22,3,5,13
103,24,3,5,15
104,26,3,5,17
105,28,3,5,19
106,30,3,5,21
107,32,3,5,23
108,36,3,5,25
109,38,3,5,27
110,40,3,5,29
111,42,3,5,31
112,44,3,5,33
113,46,3,5,35
114,48,3,5,37
115,50,3,5,39
116,52,3,5,41
117,54,3,5,43
118,58,3,5,45
119,60,3,5,47
120,62,3,5,49
121,64,3,5,51
122,66,3,5,53
123,68,3,5,55
124,70,3,5,57
125,72,3,5,59
126,74,3,5,61
127,76,3,5,63
0,80,3,5,65
1,82,3,5,67
2,84,3,5,69
3,86,3,5,71
4,88,3,5,73
5,90,3,5,75
6,92,3,5,77
7,94,3,5,79
8,96,3,5,81
9,98,3,5,83
10,102,3,5,85
11,104,3,5,87
12,106,3,5,89
13,108,3,5,91
14,110,3,5,93
15,112,3,5,95
16,114,3,5,97
17,116,3,5,99
18,118,3,5,101
19,120,3,5,103
20,124,3,5,105
21,126,3,5,107
22,128,3,5,109
23,130,3,5,111
24,132,3,5,113
25,134,3,5,115
26,136,3,5,117
27,138,3,5,119
28,140,3,5,121
29,142,3,5,123
30,146,3,5,125
31,148,3,5,127
223,7,3,13,0
222,9,3,13,2
221,13,3,13,4
220,15,3,13,6
219,17,3,13,8
218,19,3,13,10
217,21,3,13,12
216,23,3,13,14
215,25,3,13,16
214,27,3,13,18
213,29,3,13,20
212,31,3,13,22
211,35,3,13,24
210,37,3,13,26
209,39,3,13,28
208,41,3,13,30
207,43,3,13,32
206,45,3,13,34
205,47,3,13,36
204,49,3,13,38
203,51,3,13,40
202,53,3,13,42
201,57,3,13,44
200,59,3,13,46
199,61,3,13,48
198,63,3,13,50
197,65,3,13,52
196,67,3,13,54
195,69,3,13,56
194,71,3,13,58
193,73,3,13,60
192,75,3,13,62
191,79,3,13,64
190,81,3,13,66
189,83,3,13,68
188,85,3,13,70
187,87,3,13,72
186,89,3,13,74
185,91,3,13,76
184,93,3,13,78
183,95,3,13,80
182,97,3,13,82
181,101,3,13,84
180,103,3,13,86
179,105,3,13,88
178,107,3,13,90
177,109,3,13,92
176,111,3,13,94
175,113,3,13,96
174,115,3,13,98
173,117,3,13,100
172,119,3,13,102
171,123,3,13,104
170,125,3,13,106
169,127,3,13,108
168,129,3,13,110
167,131,3,13,112
166,133,3,13,114
165,135,3,13,116
164,137,3,13,118
163,139,3,13,120
162,141,3,13,122
161,145,3,13,124
160,147,3,13,126
223,7,3,13,0
222,9,3,13,2
221,13,3,13,4
220,15,3,13,6
219,17,3,13,8
218,19,3,13,10
217,21,3,13,12
216,23,3,13,14
215,25,3,13,16
214,27,3,13,18
213,29,3,13,20
212,31,3,13,22
211,35,3,13,24
210,37,3,13,26
209,39,3,13,28
208,41,3,13,30
207,43,3,13,32
206,45,3,13,34
205,47,3,13,36
204,49,3,13,38
203,51,3,13,40
202,53,3,13,42
201,57,3,13,44
200,59,3,13,46
